Job_Title,Education_Level,Risk_Category,Average_Salary,Automation_Probability_2030,AI_Exposure_Index
UX Researcher,PhD,Medium,45231,0.55,0.01
Truck Driver,Master's,High,116065,0.74,0.84
Lawyer,Master's,Medium,102436,0.66,0.08
HR Specialist,Bachelor's,Medium,62256,0.4,1
UX Researcher,PhD,Medium,61917,0.41,0.8
Lawyer,Master's,Medium,62948,0.39,0.67
Lawyer,Master's,Medium,138602,0.49,0.59
Construction Worker,Bachelor's,High,43322,0.9,0.79
Retail Worker,Master's,High,143044,0.81,0.52
Construction Worker,Bachelor's,High,128875,0.78,0.54
AI Engineer,Master's,Low,130901,0.21,0.99
Teacher,Master's,Low,138298,0.07,0.17
Construction Worker,Bachelor's,High,86987,0.72,0.2
Construction Worker,Bachelor's,High,48445,0.78,0.1
Retail Worker,Master's,High,44407,0.89,0.81
Construction Worker,Bachelor's,High,36934,0.88,0.67
Software Engineer,PhD,Low,131053,0.55,0.42
Graphic Designer,Bachelor's,Medium,48082,0.62,0.45
AI Engineer,Master's,Low,66738,0.12,0.51
Teacher,Master's,Low,125946,0.29,0.17
Software Engineer,PhD,Low,40037,0.34,0.72
Truck Driver,Master's,High,77287,0.7,0.1
Construction Worker,Bachelor's,High,33063,0.72,0.65
Lawyer,Master's,Medium,140263,0.4,0.04
Marketing Manager,Bachelor's,Low,67932,0.4,0.22
UX Researcher,PhD,Medium,53519,0.67,0.25
Data Scientist,PhD,Low,100363,0.38,0.17
Nurse,Bachelor's,Low,58911,0.13,0.9
HR Specialist,Bachelor's,Medium,105253,0.57,0.79
Data Scientist,PhD,Low,105650,0.61,0.57
Nurse,Bachelor's,Low,99037,0.09,0.91
Construction Worker,Bachelor's,High,38715,0.75,0.4
AI Engineer,Master's,Low,44466,0.26,0.22
Customer Support,PhD,High,85432,0.82,0.81
Nurse,Bachelor's,Low,127557,0.19,0.89
Graphic Designer,Bachelor's,Medium,104227,0.65,0.08
Retail Worker,Master's,High,64585,0.77,0.54
UX Researcher,PhD,Medium,140397,0.55,0.8
Truck Driver,Master's,High,102620,0.86,0.83
Doctor,PhD,Low,123332,0.28,0.61
Chef,Bachelor's,Medium,120833,0.59,0.82
Financial Analyst,High School,Medium,77131,0.43,0.06
Construction Worker,Bachelor's,High,131298,0.73,0.55
Lawyer,Master's,Medium,58653,0.45,0.73
Lawyer,Master's,Medium,83020,0.62,0.77
Lawyer,Master's,Medium,141257,0.44,0.02
Data Scientist,PhD,Low,33303,0.51,0.75
Construction Worker,Bachelor's,High,104519,0.92,0.87
AI Engineer,Master's,Low,121751,0.15,0.23
HR Specialist,Bachelor's,Medium,91557,0.44,0.95
Data Scientist,PhD,Low,101452,0.69,0.42
Financial Analyst,High School,Medium,70508,0.53,0.91
Research Scientist,Bachelor's,Low,81238,0.25,0.04
HR Specialist,Bachelor's,Medium,146084,0.43,0.66
Research Scientist,Bachelor's,Low,99619,0.24,0.32
Retail Worker,Master's,High,49830,0.83,0.69
Mechanic,Master's,Medium,70882,0.47,0.75
Security Guard,Master's,High,124204,0.91,0.65
Construction Worker,Bachelor's,High,84255,0.85,0.61
Financial Analyst,High School,Medium,51566,0.52,0.01
Graphic Designer,Bachelor's,Medium,130461,0.66,0.31
Chef,Bachelor's,Medium,80891,0.67,0.7
Construction Worker,Bachelor's,High,127871,0.93,0.07
Graphic Designer,Bachelor's,Medium,112418,0.34,0.59
Doctor,PhD,Low,54002,0.17,0.53
Security Guard,Master's,High,108391,0.89,0.21
Nurse,Bachelor's,Low,53474,0.18,0.47
Doctor,PhD,Low,106286,0.21,0.34
Software Engineer,PhD,Low,92520,0.48,0.46
Security Guard,Master's,High,60210,0.73,0.61
Research Scientist,Bachelor's,Low,109558,0.1,0.82
UX Researcher,PhD,Medium,54559,0.44,0.69
HR Specialist,Bachelor's,Medium,85099,0.43,0.32
Software Engineer,PhD,Low,68433,0.64,0.98
Doctor,PhD,Low,109791,0.28,0.98
Graphic Designer,Bachelor's,Medium,149321,0.66,0.46
Doctor,PhD,Low,72048,0.15,0.8
Data Scientist,PhD,Low,132076,0.36,0.67
Retail Worker,Master's,High,105605,0.79,0.8
Retail Worker,Master's,High,120811,0.87,0.05
Truck Driver,Master's,High,115520,0.81,0.79
Data Scientist,PhD,Low,135341,0.57,0.89
Customer Support,PhD,High,116402,0.83,0.97
HR Specialist,Bachelor's,Medium,71503,0.48,0.39
Truck Driver,Master's,High,107366,0.7,0.26
Teacher,Master's,Low,132187,0.13,0.86
Customer Support,PhD,High,71164,0.86,0.91
Teacher,Master's,Low,67624,0.24,0.15
Retail Worker,Master's,High,144499,0.91,0.99
Teacher,Master's,Low,146585,0.26,0.67
Doctor,PhD,Low,115780,0.27,0.06
Teacher,Master's,Low,140168,0.13,0.55
Customer Support,PhD,High,113764,0.72,0.41
Graphic Designer,Bachelor's,Medium,114367,0.52,0.07
Nurse,Bachelor's,Low,54195,0.09,0.18
Doctor,PhD,Low,98397,0.24,0.42
Teacher,Master's,Low,114692,0.22,0.17
Lawyer,Master's,Medium,75814,0.3,0.02
AI Engineer,Master's,Low,122079,0.25,0.05
Chef,Bachelor's,Medium,138165,0.62,0.52
Data Scientist,PhD,Low,130296,0.53,0.88
Teacher,Master's,Low,144547,0.28,0.98
Teacher,Master's,Low,85133,0.27,0.32
Retail Worker,Master's,High,127347,0.88,0.82
AI Engineer,Master's,Low,82990,0.3,0.1
Software Engineer,PhD,Low,69379,0.65,0.11
Chef,Bachelor's,Medium,128235,0.36,0.14
Mechanic,Master's,Medium,102181,0.44,0.54
UX Researcher,PhD,Medium,111839,0.44,0.61
Truck Driver,Master's,High,83242,0.71,0.73
Doctor,PhD,Low,93611,0.28,0.9
Software Engineer,PhD,Low,38871,0.67,0.8
AI Engineer,Master's,Low,78743,0.12,0.59
HR Specialist,Bachelor's,Medium,107418,0.61,0.5
Security Guard,Master's,High,116472,0.93,0.27
Chef,Bachelor's,Medium,56025,0.62,0.02
Graphic Designer,Bachelor's,Medium,51747,0.57,0.67
Data Scientist,PhD,Low,117090,0.61,0.92
Doctor,PhD,Low,65486,0.24,0.56
Nurse,Bachelor's,Low,148871,0.08,0.62
Research Scientist,Bachelor's,Low,72925,0.28,0.9
HR Specialist,Bachelor's,Medium,50647,0.35,0.02
Nurse,Bachelor's,Low,134839,0.07,0.24
UX Researcher,PhD,Medium,94310,0.37,0.91
Construction Worker,Bachelor's,High,67788,0.95,0.74
Financial Analyst,High School,Medium,87676,0.34,0.34
Mechanic,Master's,Medium,73677,0.46,0.88
Customer Support,PhD,High,84012,0.87,0.37
Software Engineer,PhD,Low,67470,0.54,0.09
Lawyer,Master's,Medium,139055,0.33,0.14
Research Scientist,Bachelor's,Low,31757,0.25,0.39
Teacher,Master's,Low,62964,0.15,0.92
Chef,Bachelor's,Medium,139276,0.42,0.93
UX Researcher,PhD,Medium,124364,0.57,0.31
AI Engineer,Master's,Low,30030,0.19,0.44
Retail Worker,Master's,High,54524,0.72,0.55
Financial Analyst,High School,Medium,43733,0.57,0.26
AI Engineer,Master's,Low,92086,0.27,0.14
UX Researcher,PhD,Medium,134643,0.57,0.83
Software Engineer,PhD,Low,136565,0.36,0.02
Customer Support,PhD,High,53784,0.78,0.93
Truck Driver,Master's,High,129892,0.95,0.94
Chef,Bachelor's,Medium,123497,0.55,0.48
Customer Support,PhD,High,71147,0.83,0.27
Marketing Manager,Bachelor's,Low,138131,0.62,0.95
Financial Analyst,High School,Medium,38168,0.33,0.3
HR Specialist,Bachelor's,Medium,126017,0.68,0.01
Lawyer,Master's,Medium,106548,0.38,0.41
Marketing Manager,Bachelor's,Low,64574,0.45,0.77
Truck Driver,Master's,High,106334,0.92,0.9
Customer Support,PhD,High,50709,0.77,0.1
Graphic Designer,Bachelor's,Medium,72434,0.63,0.72
Marketing Manager,Bachelor's,Low,122192,0.66,0.94
Doctor,PhD,Low,102399,0.08,0.46
Construction Worker,Bachelor's,High,52489,0.85,0.46
Truck Driver,Master's,High,123995,0.89,0.17
Nurse,Bachelor's,Low,116090,0.07,0.85
HR Specialist,Bachelor's,Medium,126190,0.69,0.32
Mechanic,Master's,Medium,132535,0.47,0.95
UX Researcher,PhD,Medium,84026,0.45,0.76
Doctor,PhD,Low,61171,0.17,0.12
AI Engineer,Master's,Low,140549,0.17,0.87
Customer Support,PhD,High,120061,0.93,0.82
Truck Driver,Master's,High,143357,0.73,0.66
Software Engineer,PhD,Low,74099,0.62,0.13
HR Specialist,Bachelor's,Medium,101543,0.61,0.06
Nurse,Bachelor's,Low,129691,0.3,0.33
Teacher,Master's,Low,111793,0.19,0.53
Marketing Manager,Bachelor's,Low,33814,0.49,0.32
Chef,Bachelor's,Medium,113395,0.47,0.45
Software Engineer,PhD,Low,104892,0.41,0.78
Marketing Manager,Bachelor's,Low,134560,0.55,0.58
HR Specialist,Bachelor's,Medium,46585,0.4,0.89
Graphic Designer,Bachelor's,Medium,65878,0.57,0.66
Retail Worker,Master's,High,144742,0.8,0.78
Chef,Bachelor's,Medium,108074,0.32,0.72
Chef,Bachelor's,Medium,135178,0.57,0.48
Research Scientist,Bachelor's,Low,38794,0.28,0.05
Research Scientist,Bachelor's,Low,87364,0.22,0.82
Truck Driver,Master's,High,41853,0.81,0.33
UX Researcher,PhD,Medium,73280,0.54,0.02
Mechanic,Master's,Medium,130854,0.38,0.21
Mechanic,Master's,Medium,100286,0.53,0.24
Construction Worker,Bachelor's,High,129646,0.94,0.42
Software Engineer,PhD,Low,82445,0.56,0.19
UX Researcher,PhD,Medium,86152,0.61,0.21
Truck Driver,Master's,High,45485,0.89,0.17
Security Guard,Master's,High,53953,0.84,0.83
Chef,Bachelor's,Medium,48027,0.4,0.51
Doctor,PhD,Low,45265,0.05,0.86
Security Guard,Master's,High,39160,0.92,0.1
Security Guard,Master's,High,100717,0.9,0.16
HR Specialist,Bachelor's,Medium,117275,0.34,0.06
Security Guard,Master's,High,73496,0.75,0.31
Lawyer,Master's,Medium,95635,0.59,0.27
Software Engineer,PhD,Low,57762,0.61,0.89
Teacher,Master's,Low,95888,0.14,0.68
Retail Worker,Master's,High,84150,0.78,0.97
Mechanic,Master's,Medium,87026,0.31,0.88
Teacher,Master's,Low,133992,0.22,0.89
Software Engineer,PhD,Low,115847,0.56,0.77
Data Scientist,PhD,Low,30645,0.4,0.9
Teacher,Master's,Low,40704,0.12,0.39
Lawyer,Master's,Medium,62256,0.44,0.81
Software Engineer,PhD,Low,64224,0.69,0.69
Chef,Bachelor's,Medium,43167,0.6,0.88
Chef,Bachelor's,Medium,99459,0.34,0.25
Retail Worker,Master's,High,90628,0.93,0.36
UX Researcher,PhD,Medium,95162,0.44,0.43
Nurse,Bachelor's,Low,144009,0.14,0.55
Nurse,Bachelor's,Low,53978,0.3,0.58
HR Specialist,Bachelor's,Medium,85419,0.49,0.97
Data Scientist,PhD,Low,123004,0.33,0.79
Software Engineer,PhD,Low,47874,0.48,0.93
Software Engineer,PhD,Low,149318,0.61,0.27
Mechanic,Master's,Medium,39413,0.61,1
Research Scientist,Bachelor's,Low,137541,0.08,0.98
Data Scientist,PhD,Low,45890,0.43,0.59
Marketing Manager,Bachelor's,Low,137747,0.54,0.72
Research Scientist,Bachelor's,Low,72582,0.14,0.68
Graphic Designer,Bachelor's,Medium,124964,0.61,0.07
Doctor,PhD,Low,64091,0.09,0.26
Truck Driver,Master's,High,95707,0.79,0.14
Doctor,PhD,Low,82892,0.22,0.92
Data Scientist,PhD,Low,51946,0.65,0.74
Customer Support,PhD,High,92294,0.86,0.74
Teacher,Master's,Low,101022,0.06,0.65
Chef,Bachelor's,Medium,116377,0.62,0.04
Mechanic,Master's,Medium,125614,0.38,0.12
UX Researcher,PhD,Medium,70577,0.47,0.41
Lawyer,Master's,Medium,70214,0.57,0.99
Marketing Manager,Bachelor's,Low,115416,0.64,0.5
HR Specialist,Bachelor's,Medium,138176,0.53,0.56
Truck Driver,Master's,High,88744,0.89,0.11
Chef,Bachelor's,Medium,55759,0.63,0.51
Security Guard,Master's,High,37589,0.9,0.5
Truck Driver,Master's,High,119485,0.82,0.25
Security Guard,Master's,High,55090,0.73,0.68
Chef,Bachelor's,Medium,102889,0.46,0.54
Chef,Bachelor's,Medium,93282,0.63,0.67
Teacher,Master's,Low,40892,0.14,0.5
Data Scientist,PhD,Low,132524,0.56,0.78
Teacher,Master's,Low,56006,0.25,0.47
Truck Driver,Master's,High,60805,0.79,0.31
Lawyer,Master's,Medium,86121,0.45,0.61
Data Scientist,PhD,Low,70344,0.42,0.65
Truck Driver,Master's,High,62185,0.76,0.87
HR Specialist,Bachelor's,Medium,133060,0.4,0.52
Doctor,PhD,Low,149756,0.07,0.64
Retail Worker,Master's,High,31981,0.71,0.95
UX Researcher,PhD,Medium,66443,0.62,0.53
Construction Worker,Bachelor's,High,89434,0.84,0.82
Nurse,Bachelor's,Low,73159,0.08,0.02
Data Scientist,PhD,Low,103298,0.5,0.14
Teacher,Master's,Low,65357,0.11,0.01
Teacher,Master's,Low,86735,0.09,0.07
Lawyer,Master's,Medium,131977,0.4,0.02
Nurse,Bachelor's,Low,79684,0.3,0.43
Research Scientist,Bachelor's,Low,90273,0.17,0.38
Customer Support,PhD,High,85547,0.88,0.01
Lawyer,Master's,Medium,117429,0.4,0.63
Research Scientist,Bachelor's,Low,40208,0.11,0.01
Construction Worker,Bachelor's,High,74056,0.78,0.39
AI Engineer,Master's,Low,53553,0.28,0.67
Retail Worker,Master's,High,54287,0.95,0.3
HR Specialist,Bachelor's,Medium,48803,0.3,0.52
Teacher,Master's,Low,113192,0.28,0.83
Teacher,Master's,Low,128740,0.27,0.23
Mechanic,Master's,Medium,38996,0.52,0.2
Graphic Designer,Bachelor's,Medium,79210,0.67,0.68
Nurse,Bachelor's,Low,134439,0.2,0.09
Mechanic,Master's,Medium,41135,0.56,0.01
Graphic Designer,Bachelor's,Medium,110709,0.68,0.96
UX Researcher,PhD,Medium,78416,0.48,0.18
AI Engineer,Master's,Low,57309,0.09,0.23
AI Engineer,Master's,Low,67542,0.16,0.98
Lawyer,Master's,Medium,50723,0.52,0.44
Financial Analyst,High School,Medium,62081,0.58,0.05
Lawyer,Master's,Medium,129443,0.61,0.3
Data Scientist,PhD,Low,55482,0.56,0.3
Graphic Designer,Bachelor's,Medium,103933,0.47,0.51
UX Researcher,PhD,Medium,43997,0.55,0.34
Lawyer,Master's,Medium,66258,0.47,0.43
Chef,Bachelor's,Medium,132495,0.55,0.92
Data Scientist,PhD,Low,135071,0.49,0.86
Marketing Manager,Bachelor's,Low,50954,0.57,0.49
Security Guard,Master's,High,45590,0.82,0.11
HR Specialist,Bachelor's,Medium,118035,0.58,0.78
Truck Driver,Master's,High,147488,0.82,0.52
HR Specialist,Bachelor's,Medium,111506,0.59,0.52
Marketing Manager,Bachelor's,Low,104644,0.54,0.86
Retail Worker,Master's,High,85197,0.94,0.02
Chef,Bachelor's,Medium,145435,0.61,0.87
UX Researcher,PhD,Medium,31113,0.42,0.62
Retail Worker,Master's,High,119374,0.88,0.47
Retail Worker,Master's,High,105450,0.95,0.61
Research Scientist,Bachelor's,Low,113453,0.07,0.42
Mechanic,Master's,Medium,62656,0.62,0.73
Retail Worker,Master's,High,50823,0.84,0.31
Security Guard,Master's,High,52879,0.82,0.38
Teacher,Master's,Low,132132,0.09,0.29
Research Scientist,Bachelor's,Low,32693,0.13,0.14
Doctor,PhD,Low,69812,0.27,0.67
Nurse,Bachelor's,Low,58353,0.2,0.45
Construction Worker,Bachelor's,High,103969,0.94,0.94
UX Researcher,PhD,Medium,34110,0.54,0.65
Retail Worker,Master's,High,73105,0.86,0.53
Security Guard,Master's,High,147323,0.77,0.62
Software Engineer,PhD,Low,97720,0.44,0.27
Financial Analyst,High School,Medium,30877,0.48,0.05
AI Engineer,Master's,Low,38499,0.15,0.47
Software Engineer,PhD,Low,135634,0.66,0.24
Teacher,Master's,Low,88843,0.13,0.06
Nurse,Bachelor's,Low,68966,0.15,0.79
Graphic Designer,Bachelor's,Medium,95490,0.7,0.09
Graphic Designer,Bachelor's,Medium,101786,0.52,0.21
Research Scientist,Bachelor's,Low,41808,0.3,0.7
Software Engineer,PhD,Low,44903,0.3,0.38
UX Researcher,PhD,Medium,93615,0.35,0.01
AI Engineer,Master's,Low,81141,0.27,0.13
Truck Driver,Master's,High,126705,0.76,0.67
Customer Support,PhD,High,57254,0.84,0.58
Mechanic,Master's,Medium,126923,0.39,0.64
Truck Driver,Master's,High,71689,0.71,0.96
AI Engineer,Master's,Low,49546,0.26,0.22
Truck Driver,Master's,High,41398,0.91,0.32
Marketing Manager,Bachelor's,Low,142301,0.46,0.46
UX Researcher,PhD,Medium,73042,0.55,0.41
Mechanic,Master's,Medium,110094,0.57,0.13
UX Researcher,PhD,Medium,126155,0.58,0.41
Nurse,Bachelor's,Low,128464,0.22,0.62
Lawyer,Master's,Medium,139791,0.66,0.66
Security Guard,Master's,High,56745,0.78,0.62
UX Researcher,PhD,Medium,94558,0.49,0.16
Mechanic,Master's,Medium,91478,0.41,0.87
Marketing Manager,Bachelor's,Low,125980,0.54,0.46
Retail Worker,Master's,High,128708,0.86,0.06
Security Guard,Master's,High,41638,0.81,0.94
Research Scientist,Bachelor's,Low,54829,0.29,0.97
Graphic Designer,Bachelor's,Medium,50720,0.64,0.21
Teacher,Master's,Low,99981,0.09,0.43
Truck Driver,Master's,High,104541,0.88,0.38
Nurse,Bachelor's,Low,30733,0.19,0.89
HR Specialist,Bachelor's,Medium,127760,0.61,0.61
Truck Driver,Master's,High,56819,0.89,0.58
Customer Support,PhD,High,105954,0.84,0.91
Research Scientist,Bachelor's,Low,145386,0.21,0.88
Nurse,Bachelor's,Low,101360,0.22,0.42
Construction Worker,Bachelor's,High,108349,0.81,0.63
Truck Driver,Master's,High,137102,0.89,0.25
Customer Support,PhD,High,97310,0.93,0.39
Customer Support,PhD,High,121111,0.89,0.32
Research Scientist,Bachelor's,Low,85983,0.12,0.63
Graphic Designer,Bachelor's,Medium,98407,0.33,0.71
Marketing Manager,Bachelor's,Low,130641,0.32,0.93
UX Researcher,PhD,Medium,56363,0.35,0.47
Chef,Bachelor's,Medium,56187,0.53,0.56
Data Scientist,PhD,Low,133171,0.61,0.65
Teacher,Master's,Low,143968,0.2,0.61
AI Engineer,Master's,Low,89376,0.06,0.18
HR Specialist,Bachelor's,Medium,70305,0.36,0.1
Financial Analyst,High School,Medium,47054,0.42,0.69
Mechanic,Master's,Medium,103080,0.34,0.71
UX Researcher,PhD,Medium,55401,0.36,0.21
Software Engineer,PhD,Low,41928,0.34,0.31
Doctor,PhD,Low,140177,0.25,0.4
Graphic Designer,Bachelor's,Medium,47024,0.34,0.42
Teacher,Master's,Low,39612,0.3,0.19
Truck Driver,Master's,High,51450,0.82,0.45
Mechanic,Master's,Medium,149511,0.43,0.51
Construction Worker,Bachelor's,High,106554,0.73,0.55
HR Specialist,Bachelor's,Medium,97173,0.67,0.07
Software Engineer,PhD,Low,44517,0.54,0.59
Security Guard,Master's,High,31321,0.71,0.93
AI Engineer,Master's,Low,93001,0.09,0.32
Chef,Bachelor's,Medium,35685,0.37,0.72
Data Scientist,PhD,Low,35335,0.69,0.57
Mechanic,Master's,Medium,110286,0.37,0.52
Doctor,PhD,Low,45641,0.26,0.57
Retail Worker,Master's,High,50242,0.95,0.54
Teacher,Master's,Low,60166,0.15,0.57
UX Researcher,PhD,Medium,61232,0.44,0.79
Graphic Designer,Bachelor's,Medium,78720,0.68,0.33
Construction Worker,Bachelor's,High,125110,0.8,0.47
Marketing Manager,Bachelor's,Low,113128,0.66,0.34
Teacher,Master's,Low,120605,0.11,0.39
Customer Support,PhD,High,39513,0.84,0.56
UX Researcher,PhD,Medium,57177,0.44,0.85
Marketing Manager,Bachelor's,Low,85572,0.31,0.87
Mechanic,Master's,Medium,147849,0.35,0.24
Nurse,Bachelor's,Low,126080,0.14,0.29
Software Engineer,PhD,Low,144438,0.5,0.86
Construction Worker,Bachelor's,High,34844,0.77,0.14
Security Guard,Master's,High,47639,0.87,0.68
Construction Worker,Bachelor's,High,86041,0.79,0.37
Teacher,Master's,Low,68575,0.14,0.46
AI Engineer,Master's,Low,120150,0.18,0.76
Truck Driver,Master's,High,42485,0.94,0.48
Software Engineer,PhD,Low,103147,0.56,0.04
Customer Support,PhD,High,66598,0.77,0.59
Retail Worker,Master's,High,132916,0.88,0.3
Truck Driver,Master's,High,41311,0.72,0.31
Marketing Manager,Bachelor's,Low,139940,0.52,0.01
Marketing Manager,Bachelor's,Low,124930,0.7,0.13
UX Researcher,PhD,Medium,115639,0.5,0.98
Truck Driver,Master's,High,34123,0.72,0.83
Financial Analyst,High School,Medium,98384,0.37,0.63
Graphic Designer,Bachelor's,Medium,102433,0.42,0.64
Marketing Manager,Bachelor's,Low,127550,0.4,0.11
Software Engineer,PhD,Low,76509,0.52,0.26
Financial Analyst,High School,Medium,141075,0.43,0.65
Teacher,Master's,Low,35853,0.22,0.07
Teacher,Master's,Low,95311,0.22,0.91
Lawyer,Master's,Medium,145672,0.48,0.73
Financial Analyst,High School,Medium,107045,0.4,0.17
Lawyer,Master's,Medium,68211,0.52,0.2
HR Specialist,Bachelor's,Medium,58454,0.35,0.52
Financial Analyst,High School,Medium,97855,0.34,0.19
Construction Worker,Bachelor's,High,127891,0.74,1
UX Researcher,PhD,Medium,120094,0.69,0.66
Construction Worker,Bachelor's,High,130621,0.74,0
Mechanic,Master's,Medium,141579,0.36,0.8
Retail Worker,Master's,High,64907,0.88,0.79
Nurse,Bachelor's,Low,147754,0.24,0.72
Nurse,Bachelor's,Low,61937,0.27,0.54
Data Scientist,PhD,Low,41593,0.64,0.49
Research Scientist,Bachelor's,Low,75337,0.18,0.23
Mechanic,Master's,Medium,147553,0.51,0.23
UX Researcher,PhD,Medium,69114,0.4,0.81
Chef,Bachelor's,Medium,142467,0.35,0.61
Truck Driver,Master's,High,95410,0.82,0.49
Nurse,Bachelor's,Low,44802,0.13,0.59
Marketing Manager,Bachelor's,Low,62611,0.66,0.93
Construction Worker,Bachelor's,High,58419,0.71,0.03
Financial Analyst,High School,Medium,74852,0.48,0.14
UX Researcher,PhD,Medium,125640,0.5,0.29
Security Guard,Master's,High,112654,0.74,0.82
Customer Support,PhD,High,57476,0.76,0.13
Mechanic,Master's,Medium,109398,0.33,0.58
Truck Driver,Master's,High,139240,0.92,0.68
Data Scientist,PhD,Low,143089,0.47,0.68
Data Scientist,PhD,Low,145632,0.59,0
Doctor,PhD,Low,104657,0.27,0.63
Financial Analyst,High School,Medium,44835,0.48,0.23
Software Engineer,PhD,Low,43830,0.47,0.8
Construction Worker,Bachelor's,High,67293,0.78,0.01
AI Engineer,Master's,Low,68690,0.16,0.88
AI Engineer,Master's,Low,45234,0.24,0.4
Financial Analyst,High School,Medium,120052,0.66,0.39
Data Scientist,PhD,Low,40270,0.62,0.51
Graphic Designer,Bachelor's,Medium,52562,0.55,0.41
Financial Analyst,High School,Medium,52065,0.41,0.86
Lawyer,Master's,Medium,66183,0.32,0.22
HR Specialist,Bachelor's,Medium,67098,0.49,0.48
Construction Worker,Bachelor's,High,74143,0.9,0.58
AI Engineer,Master's,Low,149245,0.16,0.21
Security Guard,Master's,High,112802,0.75,0.96
Teacher,Master's,Low,76611,0.1,0.48
Teacher,Master's,Low,48609,0.12,0.45
Financial Analyst,High School,Medium,138629,0.36,0.37
Financial Analyst,High School,Medium,53481,0.35,0.2
UX Researcher,PhD,Medium,60412,0.35,0.11
Teacher,Master's,Low,137271,0.25,0.47
Nurse,Bachelor's,Low,37612,0.3,0.04
UX Researcher,PhD,Medium,87623,0.62,0.94
HR Specialist,Bachelor's,Medium,84503,0.56,0.81
Doctor,PhD,Low,140427,0.25,0.53
Teacher,Master's,Low,73281,0.14,0.1
HR Specialist,Bachelor's,Medium,66492,0.59,0.01
Data Scientist,PhD,Low,52368,0.49,0.01
Security Guard,Master's,High,113302,0.9,0.7
Chef,Bachelor's,Medium,80901,0.58,0.77
UX Researcher,PhD,Medium,68197,0.62,0.87
Teacher,Master's,Low,101721,0.15,0.22
Mechanic,Master's,Medium,125101,0.39,0.52
Security Guard,Master's,High,143605,0.87,0.13
Financial Analyst,High School,Medium,124183,0.46,0.99
Teacher,Master's,Low,81907,0.28,0.64
Software Engineer,PhD,Low,130231,0.38,0.31
Truck Driver,Master's,High,50893,0.84,0.36
Research Scientist,Bachelor's,Low,34273,0.09,0.64
Research Scientist,Bachelor's,Low,129941,0.24,0.73
Truck Driver,Master's,High,65310,0.8,0.43
UX Researcher,PhD,Medium,111301,0.57,0.47
Graphic Designer,Bachelor's,Medium,125325,0.5,0.8
Customer Support,PhD,High,53070,0.81,0.68
Teacher,Master's,Low,137582,0.17,0.74
Software Engineer,PhD,Low,77851,0.65,0.75
HR Specialist,Bachelor's,Medium,94690,0.37,0.22
Marketing Manager,Bachelor's,Low,106145,0.51,0.43
Teacher,Master's,Low,144256,0.1,0.46
Nurse,Bachelor's,Low,94322,0.29,0.48
Retail Worker,Master's,High,97504,0.87,0.49
Graphic Designer,Bachelor's,Medium,64897,0.36,0.91
Lawyer,Master's,Medium,53425,0.4,0.92
Lawyer,Master's,Medium,69426,0.38,0.28
Lawyer,Master's,Medium,69801,0.62,0.48
